Diagnosed Diabetes; 18-44 (Age); Adults Aged 18+ Years; Percentage; U.S. States
Data downloaded on 30-January-2024
Year,State,Percentage,Lower Limit, Upper Limit
2001,Virgin Islands of the U.S.,1.4,0.9,2.3
2002,Alabama,2.6,1.8,3.7
2002,Alaska,1,0.6,1.7
2002,Arizona,2,1.2,3.4
2002,Arkansas,3,2.2,4.1
2002,California,2.5,1.8,3.6
2002,Colorado,1.6,1.1,2.3
2002,Connecticut,1.6,1.1,2.3
2002,Delaware,1.4,0.9,2.2
2002,District of Columbia,2.7,1.4,5
2002,Florida,2.2,1.6,2.9
2002,Georgia,2,1.4,2.8
2002,Hawaii,1.6,1.1,2.1
2002,Idaho,2.4,1.7,3.5
2002,Illinois,1.9,1.3,2.6
2002,Indiana,2.5,1.9,3.2
2002,Iowa,1.9,1.2,3.1
2002,Kansas,1.6,1.2,2.3
2002,Kentucky,3,2.2,4.2
2002,Louisiana,2.9,2,4.1
2002,Maine,2.2,1.4,3.2
2002,Maryland,2.4,1.6,3.6
2002,Massachusetts,1.9,1.4,2.5
2002,Michigan,2.2,1.7,3
2002,Minnesota,1.8,1.2,2.6
2002,Mississippi,2.9,2.2,3.9
2002,Missouri,2.7,2,3.8
2002,Montana,2.2,1.5,3.3
2002,Nebraska,1.7,1.2,2.5
2002,Nevada,2.9,1.8,4.5
2002,New Hampshire,1.9,1.4,2.7
2002,New Jersey,1.7,1.1,2.8
2002,New Mexico,1.9,1.3,2.8
2002,New York,2,1.3,2.9
2002,North Carolina,1.8,1.2,2.6
2002,North Dakota,2,1.3,2.9
2002,Ohio,2.9,2.1,4.1
2002,Oklahoma,2.5,2,3.2
2002,Oregon,2,1.3,3.1
2002,Pennsylvania,2.7,2.1,3.3
2002,Rhode Island,1.4,0.9,2.1
2002,South Carolina,2.9,2.1,4
2002,South Dakota,2,1.3,3
2002,Tennessee,2.6,1.8,3.6
2002,Texas,1.8,1.4,2.4
2002,Utah,1.6,0.9,2.8
2002,Vermont,2.2,1.5,3.2
2002,Virginia,2.3,1.5,3.6
2002,Washington,1.8,1.3,2.4
2002,West Virginia,2.4,1.7,3.3
2002,Wisconsin,1.8,1.3,2.7
2002,Wyoming,2.2,1.4,3.4
2002,Guam,3.4,1.9,6.2
2002,Puerto Rico,2.4,1.7,3.3
2002,Virgin Islands of the U.S.,2.1,1.3,3.2
2003,Alabama,3.4,2.4,4.8
2003,Alaska,2.2,1.2,3.8
2003,Arizona,1.9,1,3.3
2003,Arkansas,2.3,1.7,3.2
2003,California,3.4,2.6,4.6
2003,Colorado,1.6,1,2.3
2003,Connecticut,1.9,1.3,2.6
2003,Delaware,2.5,1.7,3.6
2003,District of Columbia,2.7,1.6,4.5
2003,Florida,2.6,1.8,3.7
2003,Georgia,2.8,2.1,3.7
2003,Hawaii,1.9,1.2,2.9
2003,Idaho,2.4,1.7,3.4
2003,Illinois,2.6,1.9,3.5
2003,Indiana,2.1,1.6,2.8
2003,Iowa,1.5,1,2.2
2003,Kansas,2,1.5,2.8
2003,Kentucky,2.7,2,3.7
2003,Louisiana,2.7,2,3.6
2003,Maine,1.9,1.2,3
2003,Maryland,2.4,1.6,3.5
2003,Massachusetts,1.8,1.4,2.5
2003,Michigan,2.7,1.9,3.6
2003,Minnesota,1.4,1,2.1
2003,Mississippi,4.1,3.2,5.3
2003,Missouri,2,1.4,2.9
2003,Montana,1.7,1.1,2.7
2003,Nebraska,1.7,1.2,2.4
2003,Nevada,2.3,1.4,3.6
2003,New Hampshire,1.8,1.3,2.4
2003,New Jersey,2.5,2,3.1
2003,New Mexico,1.4,1,2
2003,New York,2,1.5,2.8
2003,North Carolina,2.5,2,3.3
2003,North Dakota,1.5,1,2.5
2003,Ohio,3.2,2.2,4.6
2003,Oklahoma,2.4,1.9,3.1
2003,Oregon,1.4,1,2.1
2003,Pennsylvania,1.9,1.3,2.7
2003,Rhode Island,1.8,1.2,2.6
2003,South Carolina,3.1,2.4,4.1
2003,South Dakota,2,1.5,2.7
2003,Tennessee,4.5,3.1,6.4
2003,Texas,3.2,2.5,4
2003,Utah,1.5,1,2.3
2003,Vermont,2.3,1.7,3.3
2003,Virginia,2.2,1.6,3.1
2003,Washington,2.3,1.9,2.7
2003,West Virginia,3.4,2.4,4.8
2003,Wisconsin,1.4,0.9,2.2
2003,Wyoming,1.8,1.2,2.7
2003,Guam,4.3,2.5,7.3
2003,Puerto Rico,2.4,1.7,3.3
2003,Virgin Islands of the U.S.,2.2,1.4,3.4
2004,Hawaii,No Data,No Data,No Data
2004,Guam,No Data,No Data,No Data
2004,Alabama,2.9,2.1,3.9
2004,Alaska,1.2,0.6,2.4
2004,Arizona,2.4,1.5,3.7
2004,Arkansas,2.1,1.4,3
2004,California,2.3,1.7,3.2
2004,Colorado,1.4,0.9,2
2004,Connecticut,2,1.4,2.8
2004,Delaware,3.3,2.3,4.7
2004,District of Columbia,1.4,0.8,2.3
2004,Florida,2,1.4,2.9
2004,Georgia,2.6,1.9,3.5
2004,Idaho,1.9,1.4,2.6
2004,Illinois,1.3,0.9,2
2004,Indiana,2.6,2,3.3
2004,Iowa,1.6,1.1,2.3
2004,Kansas,2.5,2,3.1
2004,Kentucky,2.6,1.9,3.6
2004,Louisiana,2.4,1.9,3
2004,Maine,3.2,2.2,4.6
2004,Maryland,2.9,1.9,4.3
2004,Massachusetts,1.8,1.3,2.6
2004,Michigan,2.5,1.8,3.4
2004,Minnesota,1.5,1,2.3
2004,Mississippi,3.6,2.8,4.6
2004,Missouri,2.3,1.6,3.3
2004,Montana,1.7,1.1,2.5
2004,Nebraska,1.7,1.3,2.3
2004,Nevada,1.5,0.7,3
2004,New Hampshire,1.8,1.2,2.7
2004,New Jersey,2.1,1.6,2.6
2004,New Mexico,2.2,1.6,3
2004,New York,2,1.4,2.8
2004,North Carolina,2.5,2,3
2004,North Dakota,1.2,0.7,2.2
2004,Ohio,2.9,1.9,4.5
2004,Oklahoma,2.5,1.9,3.3
2004,Oregon,2.5,1.9,3.4
2004,Pennsylvania,2.3,1.7,3.1
2004,Rhode Island,2.6,1.8,3.6
2004,South Carolina,2.5,1.9,3.2
2004,South Dakota,2,1.4,2.8
2004,Tennessee,2.9,2.1,4
2004,Texas,2.6,1.9,3.4
2004,Utah,2.2,1.6,3.1
2004,Vermont,2,1.5,2.7
2004,Virginia,1.9,1.4,2.6
2004,Washington,2,1.7,2.5
2004,West Virginia,3.6,2.6,5.1
2004,Wisconsin,1.3,0.9,2
2004,Wyoming,2,1.4,2.9
2004,Puerto Rico,2.7,1.9,3.9
2004,Virgin Islands of the U.S.,2,1.2,3.2
2005,Guam,No Data,No Data,No Data
2005,Alabama,2.9,2.1,4.2
2005,Alaska,1.4,0.7,2.6
2005,Arizona,3.7,2.3,6
2005,Arkansas,2.6,1.9,3.6
2005,California,2.3,1.6,3.4
2005,Colorado,1.6,1.1,2.3
2005,Connecticut,2.3,1.7,3.2
2005,Delaware,3.5,2.5,4.9
2005,District of Columbia,1.7,1.1,2.6
2005,Florida,3.2,2.2,4.8
2005,Georgia,3.7,2.7,5
2005,Hawaii,2.4,1.7,3.4
2005,Idaho,1.9,1.4,2.6
2005,Illinois,2.3,1.7,3.2
2005,Indiana,2.4,1.8,3.2
2005,Iowa,1.9,1.3,2.7
2005,Kansas,2.2,1.6,2.8
2005,Kentucky,3.1,2.2,4.3
2005,Louisiana,2.7,1.8,4
2005,Maine,2.4,1.5,3.6
2005,Maryland,2.2,1.7,2.8
2005,Massachusetts,2,1.4,2.7
2005,Michigan,2.6,2,3.2
2005,Minnesota,1.6,1,2.6
2005,Mississippi,3.8,2.9,5
2005,Missouri,2.9,2,4.1
2005,Montana,1.8,1.3,2.6
2005,Nebraska,2.4,1.8,3.2
2005,Nevada,2.3,1.5,3.6
2005,New Hampshire,2.2,1.6,3.1
2005,New Jersey,2.1,1.6,2.6
2005,New Mexico,2.5,1.9,3.5
2005,New York,2.6,2,3.4
2005,North Carolina,2.3,1.9,2.7
2005,North Dakota,2.3,1.5,3.6
2005,Ohio,2.4,1.7,3.3
2005,Oklahoma,3.2,2.4,4.1
2005,Oregon,2.2,1.7,2.7
2005,Pennsylvania,2.9,2.2,3.7
2005,Rhode Island,2.1,1.5,3.1
2005,South Carolina,3.4,2.8,4.2
2005,South Dakota,1.7,1.2,2.3
2005,Tennessee,2.6,1.9,3.6
2005,Texas,2.1,1.6,2.8
2005,Utah,1.6,1.1,2.3
2005,Vermont,2.1,1.4,3
2005,Virginia,2.1,1.6,2.9
2005,Washington,2,1.7,2.4
2005,West Virginia,4.2,3.1,5.5
2005,Wisconsin,2.2,1.5,3.1
2005,Wyoming,2.1,1.5,3
2005,Puerto Rico,2.9,2.1,4.1
2005,Virgin Islands of the U.S.,2.6,1.7,3.9
2006,Guam,No Data,No Data,No Data
2006,Alabama,3.2,2.2,4.7
2006,Alaska,0.9,0.5,1.7
2006,Arizona,2.8,1.7,4.6
2006,Arkansas,2.9,2.2,4
2006,California,1.9,1.3,2.6
2006,Colorado,1.6,1.1,2.2
2006,Connecticut,2.1,1.5,2.7
2006,Delaware,2.7,1.8,4
2006,District of Columbia,2.3,1.5,3.5
2006,Florida,2.5,1.9,3.3
2006,Georgia,3,2.3,3.9
2006,Hawaii,1.8,1.3,2.5
2006,Idaho,1.9,1.4,2.6
2006,Illinois,2.7,1.9,3.8
2006,Indiana,2.8,2.1,3.7
2006,Iowa,1.7,1.2,2.4
2006,Kansas,2.6,2,3.4
2006,Kentucky,3.1,2.2,4.3
2006,Louisiana,2.9,2.3,3.8
2006,Maine,1.9,1.3,2.8
2006,Maryland,2.4,1.8,3.2
2006,Massachusetts,2.1,1.6,2.8
2006,Michigan,2.9,2.1,3.8
2006,Minnesota,1.7,1.1,2.6
2006,Mississippi,4,3,5.2
2006,Missouri,1.3,0.9,1.9
2006,Montana,1.9,1.4,2.8
2006,Nebraska,2.3,1.8,3.1
2006,Nevada,3,2,4.6
2006,New Hampshire,2.6,1.8,3.8
2006,New Jersey,1.5,1.2,2
2006,New Mexico,2,1.5,2.8
2006,New York,1.2,0.8,1.7
2006,North Carolina,3.2,2.7,3.9
2006,North Dakota,1.9,1.2,3.1
2006,Ohio,2.3,1.5,3.5
2006,Oklahoma,3.2,2.6,4.1
2006,Oregon,2.2,1.5,3.3
2006,Pennsylvania,2.2,1.5,3.2
2006,Rhode Island,3.1,2.2,4.4
2006,South Carolina,2.8,2.1,3.7
2006,South Dakota,2.3,1.6,3.2
2006,Tennessee,4,3,5.3
2006,Texas,2.4,1.6,3.6
2006,Utah,1.5,0.9,2.3
2006,Vermont,1.5,1,2.1
2006,Virginia,1.5,1,2.2
2006,Washington,2.2,1.8,2.7
2006,West Virginia,4,2.8,5.5
2006,Wisconsin,1.6,1.1,2.4
2006,Wyoming,1.8,1.2,2.7
2006,Puerto Rico,3,2.3,4
2006,Virgin Islands of the U.S.,3.2,2.2,4.6
2007,Alabama,3.9,3,5
2007,Alaska,2.4,1.4,4.1
2007,Arizona,2.9,1.8,4.6
2007,Arkansas,3.5,2.6,4.7
2007,California,2,1.4,2.9
2007,Colorado,1.5,1.1,2
2007,Connecticut,2.5,1.7,3.6
2007,Delaware,3.1,2.2,4.3
2007,District of Columbia,2.4,1.6,3.6
2007,Florida,2.4,1.9,3.1
2007,Georgia,4.3,3.3,5.5
2007,Hawaii,1.9,1.3,2.7
2007,Idaho,2.6,2,3.5
2007,Illinois,3,2.1,4.1
2007,Indiana,1.7,1.2,2.5
2007,Iowa,1.7,1.2,2.5
2007,Kansas,2,1.4,2.8
2007,Kentucky,3.1,2.3,4.4
2007,Louisiana,3.2,2.5,4.3
2007,Maine,2.7,2,3.8
2007,Maryland,2.1,1.6,2.8
2007,Massachusetts,2.5,2.1,3.1
2007,Michigan,2.8,2.1,3.7
2007,Minnesota,1.5,0.9,2.5
2007,Mississippi,3.9,3.1,4.9
2007,Missouri,2,1.4,3
2007,Montana,2.1,1.5,3.1
2007,Nebraska,1.9,1.3,2.8
2007,Nevada,2.5,1.6,3.9
2007,New Hampshire,1.6,1.1,2.4
2007,New Jersey,2.8,2,3.8
2007,New Mexico,3.2,2.3,4.5
2007,New York,1.8,1.3,2.5
2007,North Carolina,2.7,2.2,3.2
2007,North Dakota,1.6,1,2.4
2007,Ohio,3,2.4,3.8
2007,Oklahoma,3.5,2.7,4.6
2007,Oregon,1.5,1,2.2
2007,Pennsylvania,2.7,1.7,4.2
2007,Rhode Island,1.8,1.1,2.8
2007,South Carolina,3.3,2.5,4.2
2007,South Dakota,2.3,1.6,3.2
2007,Tennessee,5.1,3.3,7.7
2007,Texas,4.6,3.9,5.4
2007,Utah,1.6,1,2.6
2007,Vermont,2.7,1.7,4.3
2007,Virginia,2.3,1.6,3.2
2007,Washington,2.3,1.9,2.8
2007,West Virginia,3.5,2.6,4.8
2007,Wisconsin,1.4,1,2.1
2007,Wyoming,2,1.4,2.8
2007,Guam,2.7,1.3,5.4
2007,Puerto Rico,2.9,2,4.1
2007,Virgin Islands of the U.S.,1.7,1,2.8
2008,Alabama,4.1,3.1,5.5
2008,Alaska,3.4,1.9,6.3
2008,Arizona,2.3,1.4,3.5
2008,Arkansas,3.3,2.4,4.5
2008,California,3,2.4,3.7
2008,Colorado,2.3,1.7,3.1
2008,Connecticut,2.1,1.4,3.1
2008,Delaware,2.7,1.8,4.1
2008,District of Columbia,2,1.3,3.2
2008,Florida,2.1,1.4,3.1
2008,Georgia,4.4,3.2,5.9
2008,Hawaii,2.7,1.9,3.9
2008,Idaho,1.4,1,2.1
2008,Illinois,2.1,1.5,3
2008,Indiana,3.2,2,5.1
2008,Iowa,1.7,1.1,2.4
2008,Kansas,2.2,1.6,3.1
2008,Kentucky,3.4,2.5,4.5
2008,Louisiana,3.5,2.6,4.5
2008,Maine,2.6,1.8,3.6
2008,Maryland,2.4,1.8,3.2
2008,Massachusetts,2.2,1.7,2.7
2008,Michigan,3,2.3,3.8
2008,Minnesota,1.7,1.1,2.5
2008,Mississippi,4.4,3.3,5.8
2008,Missouri,3.8,2.6,5.5
2008,Montana,1.8,1.2,2.6
2008,Nebraska,2.6,1.9,3.5
2008,Nevada,2.4,1.5,3.9
2008,New Hampshire,2.4,1.7,3.6
2008,New Jersey,2.3,1.8,3
2008,New Mexico,2.7,2,3.7
2008,New York,2.4,1.7,3.4
2008,North Carolina,3.1,2.5,3.8
2008,North Dakota,2.6,1.7,3.9
2008,Ohio,3.4,2.6,4.3
2008,Oklahoma,3.7,2.9,4.6
2008,Oregon,2.1,1.4,3.2
2008,Pennsylvania,2.4,1.7,3.2
2008,Rhode Island,2.9,2.1,4.1
2008,South Carolina,2.9,2.2,3.9
2008,South Dakota,1.6,1.1,2.3
2008,Tennessee,4.8,3.6,6.4
2008,Texas,3.4,2.6,4.5
2008,Utah,2.1,1.5,2.8
2008,Vermont,1.7,1.2,2.5
2008,Virginia,2.5,1.7,3.5
2008,Washington,2.4,2,3
2008,West Virginia,4.8,3.5,6.5
2008,Wisconsin,2.6,1.7,4
2008,Wyoming,2.6,1.7,4
2008,Guam,3.4,1.8,6.4
2008,Puerto Rico,3,2.1,4.3
2008,Virgin Islands of the U.S.,3.9,2.5,6.1
2009,Alabama,3.8,2.8,5.2
2009,Alaska,1.8,0.9,3.5
2009,Arizona,2.9,1.8,4.6
2009,Arkansas,3.7,2.5,5.5
2009,California,2.8,2.3,3.4
2009,Colorado,2,1.4,2.7
2009,Connecticut,1.4,0.9,2.2
2009,Delaware,2.7,1.7,4.3
2009,District of Columbia,2.1,1.3,3.5
2009,Florida,4.4,3,6.3
2009,Georgia,3,1.9,4.8
2009,Hawaii,2.8,2,4
2009,Idaho,2.5,1.8,3.4
2009,Illinois,3.4,2.5,4.6
2009,Indiana,2,1.4,2.7
2009,Iowa,2.4,1.7,3.4
2009,Kansas,2.9,2.4,3.7
2009,Kentucky,4.7,3.6,6.2
2009,Louisiana,4.1,3.1,5.3
2009,Maine,2.1,1.5,2.9
2009,Maryland,2.9,2,4
2009,Massachusetts,2.6,2,3.4
2009,Michigan,2.8,2.1,3.7
2009,Minnesota,1.9,1.2,3.1
2009,Mississippi,3.4,2.7,4.2
2009,Missouri,1.8,1.1,2.9
2009,Montana,1.9,1.3,2.7
2009,Nebraska,1.8,1.3,2.5
2009,Nevada,2.7,1.6,4.6
2009,New Hampshire,2.1,1.4,3.2
2009,New Jersey,2.8,2,4
2009,New Mexico,3.3,2.4,4.5
2009,New York,2.2,1.6,3.1
2009,North Carolina,2.9,2.1,4.1
2009,North Dakota,2,1.3,3.1
2009,Ohio,4.1,3.2,5.3
2009,Oklahoma,4.1,3.2,5.3
2009,Oregon,3.9,2.6,6
2009,Pennsylvania,2.9,2.1,3.9
2009,Rhode Island,1.4,1,2.1
2009,South Carolina,3.4,2.5,4.7
2009,South Dakota,1.8,1.3,2.6
2009,Tennessee,4.9,3.5,6.7
2009,Texas,3.7,2.7,4.9
2009,Utah,1.7,1.2,2.3
2009,Vermont,1.2,0.8,1.9
2009,Virginia,2.4,1.6,3.5
2009,Washington,2.8,2.3,3.4
2009,West Virginia,4.6,3.4,6.1
2009,Wisconsin,1.7,1.1,2.7
2009,Wyoming,2,1.4,2.9
2009,Guam,4.7,2.9,7.6
2009,Puerto Rico,3.7,2.7,5
2009,Virgin Islands of the U.S.,1.9,1.1,3.3
2010,Alabama,5.3,4.1,6.9
2010,Alaska,1.2,0.6,2.7
2010,Arizona,2.3,1.3,3.9
2010,Arkansas,3.1,2.1,4.5
2010,California,2.5,2,3
2010,Colorado,2,1.5,2.7
2010,Connecticut,2.5,1.7,3.8
2010,Delaware,2.3,1.4,3.6
2010,District of Columbia,3.3,2.2,4.9
2010,Florida,3.6,2.9,4.6
2010,Georgia,3.9,2.9,5.3
2010,Hawaii,2.8,1.9,4
2010,Idaho,2.8,2,4
2010,Illinois,3.1,2.2,4.4
2010,Indiana,3.3,2.4,4.6
2010,Iowa,1.9,1.2,2.9
2010,Kansas,2.7,2,3.5
2010,Kentucky,3.1,2.3,4.1
2010,Louisiana,2.6,1.9,3.6
2010,Maine,2.7,2,3.6
2010,Maryland,3.1,2.3,4.3
2010,Massachusetts,2.5,1.9,3.2
2010,Michigan,3.9,2.9,5.2
2010,Minnesota,2,1.1,3.6
2010,Mississippi,4.2,3.1,5.6
2010,Missouri,3.1,2.2,4.4
2010,Montana,2.1,1.2,3.6
2010,Nebraska,2.2,1.6,3.2
2010,Nevada,4.5,3,6.6
2010,New Hampshire,2.9,2,4.2
2010,New Jersey,2.1,1.6,2.7
2010,New Mexico,2.6,1.9,3.7
2010,New York,2.5,1.9,3.2
2010,North Carolina,2.8,2.2,3.6
2010,North Dakota,2.1,1.3,3.2
2010,Ohio,3.5,2.6,4.7
2010,Oklahoma,3.4,2.6,4.5
2010,Oregon,1.8,1.2,2.7
2010,Pennsylvania,3.3,2.6,4.3
2010,Rhode Island,2.4,1.7,3.3
2010,South Carolina,4.5,3.3,6.1
2010,South Dakota,1.9,1.2,2.9
2010,Tennessee,4.2,3.1,5.6
2010,Texas,3.5,2.7,4.4
2010,Utah,2,1.5,2.7
2010,Vermont,1.7,1.1,2.5
2010,Virginia,2.3,1.6,3.1
2010,Washington,2.7,2.1,3.4
2010,West Virginia,3.9,2.8,5.2
2010,Wisconsin,2,1.2,3.2
2010,Wyoming,2.1,1.4,3.2
2010,Guam,3.9,2.3,6.5
2010,Puerto Rico,3.7,2.5,5.5
2010,Virgin Islands of the U.S.,3.1,1.8,5.2
2011,Virgin Islands of the U.S.,No Data,No Data,No Data
2011,Alabama,4,3.1,5.2
2011,Alaska,3.5,2,6.1
2011,Arizona,3.1,2,4.7
2011,Arkansas,4,2.7,5.8
2011,California,2.3,1.9,2.9
2011,Colorado,2.3,1.7,3.1
2011,Connecticut,2.6,1.9,3.6
2011,Delaware,2.9,1.9,4.3
2011,District of Columbia,2.9,1.8,4.5
2011,Florida,2.5,1.8,3.5
2011,Georgia,3.1,2.4,4
2011,Hawaii,3,2.2,4
2011,Idaho,3.1,2.2,4.5
2011,Illinois,3.6,2.4,5.4
2011,Indiana,3.4,2.6,4.3
2011,Iowa,1.4,1,2
2011,Kansas,2.9,2.4,3.5
2011,Kentucky,3.3,2.5,4.3
2011,Louisiana,5.2,4.2,6.3
2011,Maine,2.9,2.3,3.6
2011,Maryland,2.9,2.2,3.9
2011,Massachusetts,2.6,2.1,3.3
2011,Michigan,3.2,2.5,4.2
2011,Minnesota,2.8,2.2,3.6
2011,Mississippi,3.4,2.7,4.3
2011,Missouri,2.8,1.9,4
2011,Montana,1.9,1.3,2.7
2011,Nebraska,2.1,1.7,2.5
2011,Nevada,3.6,2.2,5.9
2011,New Hampshire,2.3,1.5,3.4
2011,New Jersey,2.5,1.9,3.2
2011,New Mexico,3.2,2.4,4.3
2011,New York,3,2.3,4
2011,North Carolina,3.1,2.4,4
2011,North Dakota,1.6,1,2.4
2011,Ohio,2.9,2.1,3.9
2011,Oklahoma,4.3,3.4,5.4
2011,Oregon,2.4,1.6,3.6
2011,Pennsylvania,2.4,1.8,3.3
2011,Rhode Island,2.7,1.9,3.9
2011,South Carolina,4.8,3.9,5.9
2011,South Dakota,3.3,2.3,4.8
2011,Tennessee,3,1.8,4.9
2011,Texas,3.2,2.5,4
2011,Utah,2.1,1.7,2.7
2011,Vermont,2.1,1.4,3.1
2011,Virginia,3.2,2.3,4.5
2011,Washington,2.9,2.2,3.7
2011,West Virginia,3.6,2.7,4.7
2011,Wisconsin,2,1.3,3
2011,Wyoming,2.6,1.8,3.8
2011,Guam,3.3,2.1,5.1
2011,Puerto Rico,3.5,2.8,4.5
2012,Virgin Islands of the U.S.,No Data,No Data,No Data
2012,Alabama,3.5,2.7,4.5
2012,Alaska,2.7,1.7,4.2
2012,Arizona,4.8,3.5,6.5
2012,Arkansas,4,2.9,5.5
2012,California,3.6,3,4.4
2012,Colorado,2.6,2,3.3
2012,Connecticut,3,2.1,4.2
2012,Delaware,3,2,4.5
2012,District of Columbia,2.1,1.2,3.5
2012,Florida,3.3,2.4,4.7
2012,Georgia,2.7,1.9,3.8
2012,Hawaii,2.3,1.4,3.8
2012,Idaho,2.3,1.4,3.6
2012,Illinois,3,2,4.5
2012,Indiana,3.2,2.5,4.1
2012,Iowa,3.1,2.4,4
2012,Kansas,3.1,2.5,3.9
2012,Kentucky,3.2,2.5,4.1
2012,Louisiana,3.9,3,5
2012,Maine,3,2.3,3.9
2012,Maryland,2.4,1.8,3.2
2012,Massachusetts,2.8,2.2,3.4
